발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings,https://www.federalregister.gov/documents/2025/09/30/2025-18975/combined-notice-of-filings,2025-18975
2025-09-30,Nuclear Regulatory Commission,Notice,Monthly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations,https://www.federalregister.gov/documents/2025/09/30/2025-18974/monthly-notice-applications-and-amendments-to-facility-operating-licenses-and-combined-licenses,2025-18974
2025-09-30,State Department,Notice,"Notice of Determinations; Culturally Significant Objects Being Imported for Exhibition-Determinations: Exhibition Entitled “Korean Treasures: Collected, Cherished, Shared” and “Korean National Treasures: 2,000 Years of Art”",https://www.federalregister.gov/documents/2025/09/30/2025-18973/notice-of-determinations-culturally-significant-objects-being-imported-for-exhibition-determinations,2025-18973
2025-09-30,Equal Employment Opportunity Commission,Rule,2025 Adjustment of the Penalty for Violation of Notice Posting Requirements,https://www.federalregister.gov/documents/2025/09/30/2025-18972/2025-adjustment-of-the-penalty-for-violation-of-notice-posting-requirements,2025-18972
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BYX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Update Rule 11.26(a)",https://www.federalregister.gov/documents/2025/09/30/2025-18971/self-regulatory-organizations-cboe-byx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18971
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Update Rule 11.26(a)",https://www.federalregister.gov/documents/2025/09/30/2025-18970/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18970
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; the Options Clearing Corporation; Notice of Designation of Longer Period for Commission Action on Proposed Rule Change, Concerning Certain Revisions in Connection With Proposed Modifications to the Manner in Which OCC Accounts for the Guaranty Substitution Payment in OCC's Liquidity Risk Management Processes.",https://www.federalregister.gov/documents/2025/09/30/2025-18969/self-regulatory-organizations-the-options-clearing-corporation-notice-of-designation-of-longer,2025-18969
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Update Rule 13.4(a)",https://www.federalregister.gov/documents/2025/09/30/2025-18968/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18968
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe Exchange, Inc.; Notice of Filing of a Proposed Rule Change To Amend Rule 5.4 To Change the Minimum Increment for Options on the Cboe Magnificent 10 Index",https://www.federalregister.gov/documents/2025/09/30/2025-18967/self-regulatory-organizations-cboe-exchange-inc-notice-of-filing-of-a-proposed-rule-change-to-amend,2025-18967
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Nasdaq ISE, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Set Fees for the Purchase of Field-Programmable Gate Array Technology",https://www.federalregister.gov/documents/2025/09/30/2025-18966/self-regulatory-organizations-nasdaq-ise-llc-notice-of-filing-and-immediate-effectiveness-of,2025-18966
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Designation of a Longer Period for Commission Action on Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the VanEck Avalanche ETF Under Nasdaq Rule 5711(d) (Commodity-Based Trust Shares),https://www.federalregister.gov/documents/2025/09/30/2025-18965/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-designation-of-a-longer-period,2025-18965
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Designation of a Longer Period for Commission Action on Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the Grayscale Avalanche Trust (AVAX) Under Nasdaq Rule 5711(d) (Commodity-Based Trust Shares),https://www.federalregister.gov/documents/2025/09/30/2025-18964/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-designation-of-a-longer-period,2025-18964
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fee Schedule",https://www.federalregister.gov/documents/2025/09/30/2025-18963/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18963
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Nasdaq MRX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Set Fees for the Purchase of Field-Programmable Gate Array Technology",https://www.federalregister.gov/documents/2025/09/30/2025-18962/self-regulatory-organizations-nasdaq-mrx-llc-notice-of-filing-and-immediate-effectiveness-of,2025-18962
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change, as Modified by Amendment No. 2, To List and Trade Shares of the Canary PENGU ETF Under BZX Rule 14.11(e)(4), Commodity-Based Trust Shares",https://www.federalregister.gov/documents/2025/09/30/2025-18961/self-regulatory-organizations-cboe-bzx-exchange-inc-order-instituting-proceedings-to-determine,2025-18961
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; NYSE American LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Various Port Fees in the Connectivity Fee Schedule,https://www.federalregister.gov/documents/2025/09/30/2025-18960/self-regulatory-organizations-nyse-american-llc-notice-of-filing-and-immediate-effectiveness-of,2025-18960
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Designation of a Longer Period for Commission Action on Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the Canary SUI ETF Under BZX Rule 14.11(e)(4) (Commodity-Based Trust Shares)",https://www.federalregister.gov/documents/2025/09/30/2025-18959/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-designation-of-a-longer-period-for,2025-18959
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Designation of a Longer Period for Commission Action on a Proposed Rule Change To List and Trade Shares of the Canary Staked SEI ETF Under BZX Rule 14.11(e)(4), Commodity-Based Trust Shares",https://www.federalregister.gov/documents/2025/09/30/2025-18958/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-designation-of-a-longer-period-for,2025-18958
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Designation of a Longer Period for Commission Action on a Proposed Rule Change To List and Trade Shares of the Canary Staked INJ ETF Under BZX Rule 14.11(e)(4), Commodity-Based Trust Shares",https://www.federalregister.gov/documents/2025/09/30/2025-18957/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-designation-of-a-longer-period-for,2025-18957
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Nasdaq GEMX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Set Fees for the Purchase of Field-Programmable Gate Array Technology",https://www.federalregister.gov/documents/2025/09/30/2025-18956/self-regulatory-organizations-nasdaq-gemx-llc-notice-of-filing-and-immediate-effectiveness-of,2025-18956
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; NYSE Texas, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Various Port Fees in the Connectivity Fee Schedule",https://www.federalregister.gov/documents/2025/09/30/2025-18955/self-regulatory-organizations-nyse-texas-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18955
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; NYSE National, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Various Port Fees in the Connectivity Fee Schedule",https://www.federalregister.gov/documents/2025/09/30/2025-18954/self-regulatory-organizations-nyse-national-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18954
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Various Port Fees in the Connectivity Fee Schedule",https://www.federalregister.gov/documents/2025/09/30/2025-18953/self-regulatory-organizations-nyse-arca-inc-notice-of-filing-and-immediate-effectiveness-of-proposed,2025-18953
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Various Port Fees in the Connectivity Fee Schedule,https://www.federalregister.gov/documents/2025/09/30/2025-18952/self-regulatory-organizations-new-york-stock-exchange-llc-notice-of-filing-and-immediate,2025-18952
2025-09-30,International Trade Commission,Notice,Certain Smart Televisions; Notice of Institution of Investigation,https://www.federalregister.gov/documents/2025/09/30/2025-18951/certain-smart-televisions-notice-of-institution-of-investigation,2025-18951
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; Investors Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Its Fee Schedule To Establish a Fee for Real-Time Access to DEEP+,https://www.federalregister.gov/documents/2025/09/30/2025-18950/self-regulatory-organizations-investors-exchange-llc-notice-of-filing-and-immediate-effectiveness-of,2025-18950
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fees Schedule",https://www.federalregister.gov/documents/2025/09/30/2025-18949/self-regulatory-organizations-cboe-edga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,2025-18949
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Designation of a Longer Period for Commission Action on a Proposed Rule Change, as Modified by Amendment No. 1, To Adopt Additional Initial Listing Criteria for Companies Primarily Operating in China",https://www.federalregister.gov/documents/2025/09/30/2025-18948/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-designation-of-a-longer-period,2025-18948
